name,male,female
Oslo,122,0
Phinneas,116,0
Pradyun,83,0
Rasim,7,0
Reyansh,1941,0
Riyaan,233,24
Ronav,252,0
Roran,234,0
Rowin,135,7
Sasuke,83,0
Savva,96,0
Sei,7,0
Shabd,12,0
Shrikar,14,0
Stylez,49,0
Thacher,14,0
Traxton,141,0
Trennen,35,0
Tripton,63,0
Tydon,7,0
Vidyuth,64,0
Ville,15,0
Vinzent,18,0
Waylyn,81,26
Xain,41,0
Xayne,100,0
Zenen,7,0
Zimir,69,0
Zoel,54,28
Abdalah,6,0
Abdisalan,11,0
Abdulahad,89,0
Access,6,0
Achai,6,0
Adriean,18,0
Adryn,26,6
Ahlias,42,0
Ahsir,22,0
Aidean,23,0
Alay,12,0
Alistar,82,0
Amair,93,0
Amillio,44,0
Anaias,11,0
Ang,6,0
Aniq,6,0
Anthuan,34,0
Archimedes,97,0
Ayyoub,13,0
Bralan,6,0
Caed,11,0
Cardea,6,0
Catch,18,0
Cobyn,13,0
Colbyn,16,0
Corlin,17,0
Cormack,16,0
Corny,11,0
Crews,79,0
Creyton,11,0
Dacorey,11,0
Daevyn,6,0
Dahmari,11,0
Daigen,6,0
Daltry,6,0
Dasen,12,0
Daughtry,33,0
Declin,83,0
Devam,26,0
Dhru,11,0
Draedon,6,0
Dyego,6,0
Edgerin,6,0
Edmilson,6,0
Edrey,13,0
Eh,319,216
Eithyn,11,0
Elay,29,0
Elisee,25,0
Emmaus,96,5
Emyr,28,0
Eraldo,6,0
Essey,25,0
Evangel,12,0
Eyosias,45,0
Ezaiah,56,0
Ezkiel,32,0
Gatsby,80,5
Geontae,6,0
Habraham,6,0
Hadriel,75,0
Hamse,56,0
Hazin,6,0
Hovik,13,0
Ilyan,28,0
Imri,62,19
Innocent,33,0
Itzcoatl,6,0
Itziar,6,0
Izaiya,18,0
Izeiah,44,0
Izyk,90,0
Jahai,11,0
Jahdon,6,0
Jahier,31,0
Jahsire,11,0
Jaisiah,14,0
Jakeveon,6,0
Jakyran,6,0
Jamariae,6,0
Jamiron,6,0
Jathniel,96,0
Jaxsun,94,0
Jayllen,6,0
Jayriel,31,0
Jaystin,64,0
Jedric,6,0
Jekai,21,0
Jeramya,6,0
Jeyren,113,0
Jkari,13,0
Joeziah,97,0
Johniel,56,0
Joscar,11,0
Josepablo,16,0
Julein,6,0
Jusus,6,0
Kaigen,33,5
Kairav,134,0
Kaiyan,165,0
Kaiyen,38,0
Kebron,60,11
Keiser,33,0
Keyland,11,0
Khyber,16,0
Kingsly,71,0
Korbon,6,0
Kordai,53,0
Kyian,98,0
Kysin,49,0
Kyven,42,0
Leelyn,112,16
Lemaj,6,0
Lenden,23,0
Lochlin,75,0
Luisgabriel,6,0
Lyzander,34,0
Maddoxx,104,0
Makhii,11,0
Marqwon,6,0
Marterrius,6,0
Maysin,94,5
Melih,41,0
Mikayel,51,0
Milez,55,0
Milosz,6,0
Muhtasim,6,0
Myki,6,0
Mykolas,14,0
Nahki,13,0
Naor,12,0
Nassiah,6,12
Nehimiah,13,0
Nesean,12,0
Niven,24,0
Norrin,114,0
Oberon,107,0
Oluwadurotimi,6,0
Otavio,41,0
Packer,35,0
Phinneaus,6,0
Qamari,6,5
Qualan,12,0
Ramesses,116,0
Record,6,0
Riggins,356,5
Rmon,11,0
Rydon,6,0
Rylend,89,0
Saikou,6,0
Sait,11,0
Shaked,6,0
Skyland,23,17
Srithan,56,0
Suhan,82,0
Taidyn,32,0
Tannin,11,0
Teegen,17,0
Trayshun,6,0
Triumph,55,0
Tryp,6,0
Tysyn,6,0
Willibaldo,6,0
Wily,6,0
Xoaquin,6,0
Yamen,169,0
Yeruchem,6,0
Yoscar,31,0
Zackariya,41,0
Zadian,22,0
Zaelen,30,0
Zaeveon,17,0
Zamarcus,6,0
Zaydyn,176,0
Zeron,6,0
Ziion,18,0
Zyiere,66,0
Aaban,114,0
Abdulrhman,28,0
Adason,5,5
Adhem,11,0
Adhvaith,41,0
Adnel,5,0
Aerian,5,0
Aidien,5,0
Aires,40,13
Akilan,53,0
Aking,205,0
Akzel,29,0
Alexzandyr,5,0
Alezandro,11,0
Allam,5,0
Alyk,27,0
Amaari,10,0
Amrith,5,0
Anderzon,16,0
Anikan,10,0
Anthani,5,0
Arcadian,5,0
Arcangel,166,0
Ariz,102,0
Arkadiusz,5,0
Aryen,36,0
Ashkii,18,0
Asier,71,0
Asis,5,0
Athon,11,0
Atiksh,53,0
Avenn,10,0
Avieon,11,0
Ayhem,39,0
Azekiel,81,0
Azer,10,0
Azjon,5,0
Azryel,5,0
Bakr,23,0
Barack,264,0
Berat,28,0
Berenger,17,0
Besart,10,0
Blaken,5,0
Blayd,5,0
Bodan,5,0
Boon,10,0
Braylend,5,0
Brelen,5,0
Brensen,10,0
Bridan,5,0
Brishaun,5,0
Broderik,11,0
Brolin,89,0
Broly,122,0
Bukhari,27,0
Burech,86,0
Cace,88,0
Chaeden,5,0
Chayten,24,0
Chrishad,5,0
Chrissean,10,0
Chuma,5,0
Cormarion,15,0
Creeden,36,0
Crewe,96,0
Crissangel,5,0
Crisstopher,5,0
Cruse,31,0
Dahlon,5,0
Daigon,5,0
Daivian,15,0
Dakarii,16,0
Damaun,5,0
Darwuin,5,0
Datavius,5,0
Daviere,15,0
Daxson,144,0
Daygan,12,0
Deareon,5,0
Deason,20,0
Deiby,10,0
Demarien,47,0
Deryon,5,0
Devraj,17,0
Dilshan,10,0
Diomar,46,0
Divij,15,0
Donoban,5,0
Dontavias,5,0
Draedyn,67,0
Dragen,5,0
Draylen,126,0
Dresdyn,5,0
Dreson,31,0
Eathyn,24,0
Edwind,5,0
Eliijah,43,0
Elyjiah,29,0
Emareon,5,0
Emmerich,142,0
Erhan,10,0
Erwan,5,0
Eyuel,41,0
Fabrisio,10,0
Fanuel,39,0
Finton,49,0
Gabrielmichael,10,0
Gavian,5,0
Gavyne,5,0
Giano,59,0
Gowtham,56,0
Grayer,140,0
Grifin,5,0
Grisham,31,0
Gryffen,12,0
Gurshawn,11,0
Guru,13,0
Hayson,5,0
Holston,98,0
Hykeim,5,0
Ibraheim,5,0
Iesa,5,0
Imere,24,0
Ithiel,65,0
Itsuki,47,0
Ittai,18,0
Izaack,23,0
Izyah,5,0
Izzaiah,10,0
Jabel,15,0
Jabian,10,0
Jabrandon,5,0
Jacaden,69,0
Jacaryous,5,0
Jaceton,15,0
Jacion,329,0
Jadarrien,5,0
Jaharri,24,0
Jahmauri,21,0
Jakarion,48,0
Jakodi,17,0
Jamelvin,5,0
Jamerian,18,0
Jamesson,27,0
Jamiir,11,0
Jamykal,5,0
Janlucas,25,0
Jansel,70,0
Jarique,5,0
Jasere,5,0
Jasias,29,0
Jatayvion,29,0
Javontaye,5,0
Jaybin,5,0
Jaycion,616,0
Jaydenlee,11,0
Jayin,72,0
Jayloni,5,11
Jayvius,10,0
Jayvn,20,0
Jayzier,5,0
Jazin,5,0
Jeiner,5,0
Jekari,10,0
Jekori,5,0
Jeremai,40,0
Jerimiha,5,0
Jerrious,5,0
Jeshwa,5,0
Jessiejames,5,0
Jiovannie,5,0
Jmere,5,0
Jobari,5,0
Johvanny,10,0
Jolian,5,0
Jomei,10,0
Jordanalexander,5,0
Josael,15,0
Josbel,10,0
Joseadrian,5,0
Josegabriel,5,0
Joshuar,5,0
Josiahs,50,0
Jovahni,11,0
Juanenrique,5,0
Juanjr,5,0
Juelian,5,0
Jyion,5,0
Jyrelle,5,0
Jyshon,5,0
Jysir,10,0
Kadean,10,0
Kailar,12,0
Kaique,37,0
Kaleth,107,0
Kamarre,5,0
Kanyan,5,0
Karmari,5,0
Kas,35,0
Kashius,182,0
Kashten,98,0
Kavell,26,0
Kaysaan,5,0
Kayshon,15,0
Kayvin,41,0
Kelik,5,0
Kemarian,23,0
Kendrel,5,0
Keveen,5,0
Keyler,167,0
Keymar,10,0
Kfir,5,0
Khelan,36,0
Kiai,25,0
Kias,12,0
Kolston,193,0
Koreyon,11,0
Korinthian,5,0
Korrigan,10,0
Krishtian,5,0
Kristhian,25,0
Kristobal,11,0
Kruze,313,5
Kuno,10,0
Kupaa,5,0
Kushagra,24,0
Kymanie,5,0
Kyngston,365,0
Kyreon,5,0
Kyvion,5,0
Ladaveon,5,0
Ladavian,5,0
Ladaynian,5,0
Laderrian,5,0
Landric,28,0
Larreon,5,0
Laylen,15,7
Leeshaun,5,0
Leilend,5,0
Lelind,5,0
Lelyn,22,0
Leonidus,121,0
Leovanni,80,0
Lerico,5,0
Loagen,5,0
Lycan,94,0
Mahlek,5,0
Maicon,28,0
Makieh,5,0
Maks,266,0
Malicai,11,0
Manfredo,5,0
Manthan,5,0
Marckos,5,0
Markiss,10,0
Marrick,16,0
Mathyas,5,0
Mattaniah,5,0
Mavryk,112,0
Maxymus,5,0
Medhansh,71,0
Mehrab,16,0
Mehtaab,24,0
Messi,134,0
Metehan,5,0
Mikaal,19,0
Miliano,103,0
Monterion,5,0
Montevious,5,0
Montrevious,5,0
Muktar,23,0
Munachimso,75,110
Musashi,20,0
Musse,5,0
Mykeil,10,0
Myshon,24,0
Naftuly,33,0
Najih,5,0
Naol,83,0
Napat,5,0
Narcizo,5,0
Narell,5,0
Naryan,23,0
Nathael,10,0
Navan,5,0
Navarius,5,0
Nazere,17,0
Nechemiah,5,0
Nickali,28,0
Nikolia,11,0
Nishith,5,0
Nolawi,106,0
Nouh,48,0
Nussen,74,0
Nyson,5,0
Ohan,5,0
Ohitika,5,0
Or,21,0
Parv,73,0
Pedrojr,5,0
Pradyumna,17,0
Pranith,26,0
Princemichael,27,0
Quameir,5,0
Ragav,5,0
Rahjon,24,0
Raihaan,5,0
Rakshan,40,0
Rayjay,10,0
Raymarion,12,0
Redwan,5,0
Reyner,10,0
Richter,31,0
Ridwaan,5,0
Romare,10,0
Romere,30,0
Romio,40,0
Ryel,23,6
Rykker,104,0
Saicharan,47,0
Salaheddine,5,0
Samarjit,5,0
Sandesh,10,0
Sanjan,5,0
Savieon,17,0
Savit,5,0
Semarias,5,0
Shardul,5,0
Sharmake,10,0
Soyer,12,0
Srivar,5,0
Steeve,15,0
Stevion,12,0
Success,54,51
Suheib,5,0
Suvir,56,0
Szander,5,0
Taigon,5,0
Taizo,10,0
Tajmere,5,0
Tamorion,5,0
Taqi,15,0
Tarzan,10,0
Tayzen,5,0
Temari,5,96
Temuujin,5,0
Terryion,23,0
Thanasi,5,0
Tiegen,11,0
Tracyn,32,0
Traegan,31,0
Traeshaun,5,0
Tramari,5,0
Tredon,5,0
Treycen,48,0
Tristam,5,0
Troyvon,10,0
Trypp,89,0
Tyquarious,5,0
Tyvaughn,5,0
Tyzaiah,5,0
Tyzer,5,0
Uciel,5,0
Udbhav,10,0
Varad,42,0
Vineel,5,0
Wisin,27,0
Witten,581,29
Xamir,31,0
Xizavier,5,0
Xzadrian,25,0
Yahriel,10,0
Yaiden,117,0
Yajat,15,0
Yanixan,95,0
Yankee,5,0
Yashveer,11,0
Yaxiel,123,0
Yeabsira,25,13
Yediel,47,0
Yener,10,0
Yeyson,20,0
Yissachar,35,0
Yitzchock,10,0
Yosimar,11,0
Youssif,34,0
Yusei,45,0
Zaavan,26,0
Zaccariah,10,0
Zace,5,0
Zaiveon,12,0
Zakariyah,97,19
Zakhai,61,0
Zakori,10,0
Zamauri,77,6
Zareb,5,0
Zaydn,85,0
Zaydrian,155,0
Zentavious,5,0
Zerion,23,0
Zhayne,27,0
Zione,5,0
Zyaun,5,0
Zyel,41,0
Zyheem,23,0
Zylin,52,0
Zyrese,5,0
Aideliz,0,114
Evolet,0,1137
Jennavecia,0,245
Kherington,0,416
Syesha,0,64
Chrisette,0,452
Emeraude,0,46
Aymar,5,254
Yaindhi,0,29
Dayamy,0,30
Eiza,0,830
Dayamin,0,25
Marelie,0,17
Alizzon,0,61
Braelynne,0,149
Jennavicia,0,40
Zheneavia,0,16
Palin,0,143
Dhiya,0,152
Jaslenne,0,13
Javaeh,0,125
Jazyiah,0,111
Kardyn,0,13
Sahily,0,138
Sanaria,0,25
Aidelis,0,12
Alanee,0,88
Ameirah,0,67
Cardyn,0,12
Cortana,0,143
Laveya,0,46
Paytton,0,34
Ramielle,0,17
Zyionna,0,62
Aashrita,0,52
Evolette,0,177
Gabriellah,0,78
Irihanna,0,33
Janayshia,0,11
Jeslene,0,18
Keyniah,0,11
Nakshatra,0,105
Pragnya,0,48
Tylaysia,0,29
Altair,136,121
Eiliyah,0,205
Evelette,0,118
Iridessa,0,110
Jaiyanna,0,76
Jenavecia,0,45
Jingyi,0,23
Kimoralee,0,10
Kmora,0,52
Meral,0,144
Niley,0,70
Ramiele,0,10
Toleen,0,140
Yasline,0,21
Yazel,0,10
Zailynn,0,193
Zylie,0,95
Aaziyah,0,28
Ahnyla,0,88
Aileana,0,59
Amilea,0,57
Analyah,0,82
Angelline,0,9
Aroush,0,123
Aubriegh,0,78
Braylinn,0,108
Danayshia,0,9
Dayanari,0,15
Dhanvi,0,154
Eldana,0,372
Elyanah,0,77
Evalette,0,95
Evelett,0,38
Everleigh,0,4623
Irsa,0,27
Jenavicia,0,9
Kamiera,0,19
Kielynn,0,48
Kirana,0,55
Layliana,0,123
Lumi,6,133
Maleiya,0,73
Munachiso,17,58
Natilyn,0,33
Nyella,0,82
Paylin,0,125
Promize,0,25
Remas,0,159
Saffiyah,0,40
Saory,0,78
Shritha,0,70
Tricity,0,9
Yanielis,0,21
Yazleen,0,81
Zarayah,0,129
Adrijana,0,71
Alannie,0,92
Alisiana,0,18
Allizzon,0,25
Amauriah,0,14
Annalize,0,52
Araiyah,0,95
Aubrina,0,98
Aureliana,0,41
Avleen,0,215
Aye,0,25
Besan,0,77
Boey,0,8
Byata,0,8
Coreyona,0,8
Dannalee,0,14
Dashyia,0,8
Deairah,0,24
Dehlila,0,18
Dereonna,0,62
Dianney,0,13
Eera,0,25
Emilina,0,75
Esmae,0,555
Evalani,0,18
Evolett,0,137
Farhiyo,0,13
Gabriyel,11,13
Hollynn,0,78
Irelynne,0,33
Jalae,0,13
Jameriya,0,13
Janelise,0,18
Jaylana,0,19
Jennesis,0,83
Jizele,0,13
Kahniyah,0,8
Kamarrah,0,8
Karidee,0,13
Keasiah,0,14
Keerat,5,94
Kellyanna,0,8
Khamyah,0,31
Kinlea,0,44
Lanaijah,0,8
Luzmary,0,13
Marelys,0,8
Masiela,0,25
Mezmariah,0,13
Milei,0,27
Montserat,0,8
Naeli,0,23
Olachi,0,13
Onisty,0,13
Palyn,0,107
Ramatou,0,8
Rilynne,0,101
Sakayla,0,13
Soraiya,0,89
Tanila,0,8
Tazariah,0,8
Thaliana,0,8
Varshitha,0,8
Yaheli,0,34
Yaindhy,0,8
Yilin,5,61
Yvaine,0,110
Zamyriah,0,21
Zarriyah,0,44
Zila,0,38
Zuriyah,0,86
Zyiana,0,18
Aariya,0,142
Abygaile,0,13
Adabella,0,165
Adrihanna,0,22
Afomia,0,115
Aiyahna,0,28
Alayzhia,0,7
Alecxa,0,18
Aleighna,0,84
Amiley,0,72
Amriel,0,17
Analeigha,0,181
Angellie,0,13
Aricella,0,18
Aryani,0,74
Asira,0,12
Attia,0,7
Aubrye,0,41
Audriena,0,24
Avasophia,0,18
Ayelin,0,36
Ayuna,0,7
Azelynn,0,45
Azirah,0,35
Baeley,0,23
Bryhanna,0,20
Callieann,0,38
Cambrielle,0,28
Caralena,0,38
Celiyah,0,18
Charlii,0,86
Cimora,0,7
Cyane,0,7
Cyasia,0,20
Dariyana,0,32
Davaya,0,29
Demarionna,0,7
Demyiah,0,45
Devlynn,0,66
Eknoor,11,119
Elianie,0,66
Eliyanna,0,79
Elleri,0,23
Elliann,0,20
Elliyana,0,57
Emanii,0,65
Eveli,0,7
Everley,0,958
Harmoniee,0,39
Heilyn,0,43
Hilinai,0,52
Israelle,0,34
Izzabela,0,12
Jaleiyah,0,76
Jasyiah,10,17
Jayva,0,27
Jenalise,0,53
Jenova,0,48
Jihanna,0,33
Jimmiah,0,7
Jordeyn,0,7
Jovey,0,47
Kacyn,124,49
Kaibree,0,14
Kany,0,17
Kayleemarie,0,12
Kemarie,0,22
Kimarah,0,13
Kimayah,0,19
Kitzya,0,13
Kurumi,0,7
Kymbree,0,56
Kynsleigh,0,334
Leamsi,0,40
Leighna,0,32
Leihla,0,22
Leonah,0,30
Lilyannah,0,84
Lilyen,0,40
Liyanna,0,85
Lyli,0,27
Lynnleigh,0,149
Marayna,0,7
Marelli,0,12
Mckenleigh,0,124
Melinah,0,29
Mykena,0,12
Myliana,0,13
Nainika,0,155
Nanaakua,0,12
Nylie,0,43
Oluwadarasimi,125,255
Paw,0,184
Pessel,0,58
Preslyn,0,104
Raniyha,0,7
Renyah,0,7
Retal,0,162
Rikya,0,7
Rileyanne,0,35
Rozelyn,0,60
Sarrinah,0,86
Serrenity,0,13
Shylea,0,7
Skiley,0,7
Sophiana,0,77
Suli,0,33
Sylviana,0,24
Tileah,0,18
Tramiah,0,7
Yaimara,0,7
Yanieliz,0,35
Yelenis,0,7
Yerly,0,7
Zali,0,49
Zariyana,0,19
Zyliah,0,63
Zyonah,0,12
Aarielle,0,49
Abbygayl,0,6
Abernathy,0,33
Abriyana,0,6
Adaleine,0,12
Adalise,0,56
Adarah,0,40
Addilyne,0,61
Addysun,0,13
Aibhilin,0,11
Alayana,0,12
Alesana,0,225
Alessya,0,15
Alexandrah,0,6
Alianne,0,6
Alinson,0,17
Alixzandria,0,6
Allyzon,0,51
Alyzon,0,45
Amarelys,0,11
Amazyn,0,44
Ameeria,0,6
Amiela,0,34
Amneet,0,6
Anahli,0,61
Andalasia,0,22
Angeliese,0,12
Anilya,0,16
Anwesha,0,41
Aralynne,0,17
Arami,0,38
Aricely,0,6
Aubriona,0,38
Averly,0,285
Averyonna,0,24
Aviyanna,0,105
Awbree,0,22
Aydeliz,0,6
Ayrabella,0,191
Ayvree,0,58
Baylynn,0,138
Betanya,0,22
Bitia,0,16
Braeli,0,24
Braydi,0,6
Brinlie,0,20
Cambrya,0,6
Camdynn,21,60
Camirah,0,6
Camorra,0,6
Carabella,0,57
Chariyah,0,47
Chimamanda,0,322
Cleidy,0,6
Coraliz,0,6
Dahlyla,0,42
Dashiyah,0,6
Dayzie,0,20
Dazlynn,0,6
Dedrianna,0,6
Denysse,0,6
Deriyah,0,112
Dibanhi,0,18
Dililah,0,6
Divyne,0,6
Dlaney,0,6
Durriyah,0,12
Dvyne,0,12
Eilin,0,6
Eirinn,0,19
Elira,0,62
Emeliana,0,13
Emirah,0,23
Emyrson,0,29
Enyla,0,69
Erabella,0,183
Eseosa,0,27
Evangeleen,0,18
Eya,0,6
Eyla,0,107
Fable,5,120
Fawzia,0,11
Feben,0,12
Filsan,0,19
Gania,0,6
Graclynn,0,81
Gwenevieve,0,28
Harlym,34,144
Hiyab,33,120
Ingrit,0,6
Innaya,0,6
Ipek,0,60
Iroha,0,11
Ishitha,0,65
Iyasia,0,6
Izelle,0,37
Jaeona,0,6
Jahiyah,0,18
Jahliya,0,25
Jahzarra,0,57
Jaisy,0,6
Jakiyla,0,30
Jaleana,0,18
Jamayiah,0,6
Jamiyha,0,16
Janeiah,0,6
Janiylah,0,155
Jasley,0,16
Javianna,0,31
Jayannah,0,18
Jayela,0,11
Jaylannie,0,43
Jazale,0,41
Jazyria,0,17
Jazziah,0,6
Jeanasia,0,6
Jennedy,0,6
Jerianna,0,6
Jerriyah,0,82
Jeselyn,0,11
Jeyly,0,6
Jeziyah,0,11
Jiaqi,5,49
Jmarie,0,59
Johnya,0,6
Joslene,0,6
Jovianna,0,19
Jozephine,0,11
Jynesis,0,79
Kaeliana,0,27
Kalaiya,0,31
Kaleana,0,6
Kallina,0,6
Kanishka,0,53
Kassydi,0,23
Kaydenze,0,11
Kaylis,0,13
Keemya,0,6
Keerah,0,6
Keiralyn,0,6
Kenlei,0,125
Kenslei,0,116
Keynia,0,6
Khamila,0,135
Khamyra,0,6
Kialyn,0,6
Kiyari,0,20
Kiyora,0,6
Koley,0,11
Kristabella,0,45
Kymorra,0,11
Kynnidi,0,6
Lailene,0,12
Laionna,0,47
Laylamarie,0,64
Laylene,0,6
Laylie,0,50
Laziya,0,22
Leeloo,0,74
Leyiah,0,6
Liddia,0,6
Lilium,0,54
Lillymae,0,88
Lillyrose,0,61
Llubia,0,6
Mackennah,0,14
Madelyngrace,0,12
Maelys,0,89
Makyleigh,0,12
Maleana,0,16
Mallee,0,6
Mariaines,0,32
Mayden,0,12
Maysaa,0,16
Maysan,0,6
Meekah,0,62
Misheel,0,60
Mishti,0,58
Mitsuki,0,17
Moo,61,38
Myleigha,0,23
Mylla,0,17
Naileen,0,6
Nandhana,0,11
Narjes,0,49
Navika,0,74
Neeyah,0,15
Nevaiah,0,24
Neveya,0,34
Neziyah,0,6
Niia,0,6
Nikylah,0,16
Niyara,0,6
Noori,0,17
Nusayba,0,84
Olya,0,6
Onora,0,50
Paiyton,0,51
Parvati,0,17
Payzlee,0,181
Pennylane,0,45
Phoebee,0,25
Poem,0,6
Pranaya,0,29
Pranita,0,35
Priyah,0,66
Raihana,0,61
Raihanna,0,13
Raiyna,0,11
Rakeria,0,6
Remee,0,68
Remmie,0,151
Rheyna,0,12
Rhiya,0,58
Rutvi,0,33
Rydia,0,23
Ryliee,0,101
Ryly,5,6
Sailee,0,34
Sarabella,0,98
Saveah,0,124
Seily,0,6
Semyra,0,6
Sevaeh,0,32
Sianah,0,6
Sidona,0,11
Siene,0,6
Sophey,0,36
Srikari,0,6
Srividya,0,6
Syia,0,12
Syla,0,80
Symirah,0,13
Tahliya,0,18
Tairy,0,11
Taliea,0,6
Taylianna,0,6
Tevy,0,6
Tristann,0,6
Trulee,0,100
Tulah,0,16
Tynijah,0,6
Tyunna,0,6
Venya,0,41
Viktorija,0,12
Vivyanna,0,21
Yanichel,0,11
Yasmeli,0,6
Yeleni,0,12
Yendy,0,6
Yerli,0,6
Yhoalibeth,0,12
Zadi,0,11
Zahnae,0,6
Zakaylah,0,6
Zamirra,0,11
Zanye,0,6
Zariyha,0,32
Zarra,0,62
Zaryn,39,33
Zelaya,0,44
Ziham,0,40
Zohie,0,32
Zuley,0,106
Zyannah,0,57
Zyleigh,0,42
Aabriella,0,38
Aayanah,0,10
Adasynn,0,5
Addalina,0,5
Addelin,0,22
Addicyn,0,33
Addsion,0,5
Adellia,0,5
Adellyn,0,79
Adielle,0,15
Adlie,0,49
Adorah,0,34
Adriella,0,133
Adrita,0,57
Adwita,0,59
Adylin,0,117
Adysyn,0,32
Aella,0,192
Ahlyana,0,5
Ahmarie,0,20
Ahzaria,0,48
Ahziyah,0,12
Aidelyn,0,37
Aidrianna,0,5
Aileigh,0,10
Aileny,0,10
Ainzley,0,38
Airys,0,5
Ajayah,0,5
Ajiya,0,5
Ajooni,0,74
Akaiyah,0,12
Akhiya,0,5
Akiyra,0,5
Alaynia,0,5
Alaythia,0,27
Aldana,0,33
Aleanah,0,18
Aleceia,0,5
Alerah,0,5
Alessi,0,26
Alianny,0,101
Alirah,0,13
Alisiah,0,5
Aliyahna,0,36
Alizet,0,5
Allinson,0,34
Allize,0,5
Allonah,0,5
Alyiana,0,32
Alynnah,0,10
Amarina,0,5
Amelyah,0,31
Ameriana,0,5
Amiryah,0,22
Amisaday,0,5
Ammerie,0,10
Amolika,0,10
Anahla,0,90
Anahly,0,28
Andalucia,0,11
Aneira,0,74
Angelick,0,5
Angenie,0,5
Anhar,0,82
Anjelyn,0,5
Annalease,0,10
Annalecia,0,22
Annaleia,0,62
Annaluisa,0,5
Annalys,0,18
Annayah,0,86
Ansha,0,15
Anuoluwa,5,22
Anwaar,0,5
Anyjha,0,5
Anyri,0,17
Areionna,0,5
Astara,0,26
Asul,0,5
Atena,0,24
Aubriann,0,10
Aubriee,0,232
Audrinah,0,17
Aulelei,0,18
Avaeh,0,91
Avala,0,5
Avaley,0,67
Avee,0,22
Aviannah,0,173
Aydelis,0,5
Aydenne,0,5
Aydrie,0,5
Aylina,0,24
Ayoki,0,5
Aysenur,0,5
Ayza,0,130
Azarah,0,110
Azira,0,24
Barakah,0,14
Batel,0,5
Bellatrix,0,139
Berra,0,26
Bijoux,0,28
Bitanya,0,16
Bracelyn,0,5
Braileigh,0,79
Brenli,0,29
Breslynn,0,25
Brinlyn,0,66
Brisny,0,5
Brisseida,0,5
Bristyn,0,97
Brizzia,0,5
Brynlei,0,91
Calis,0,5
Calliah,0,53
Camariah,0,5
Camariyah,0,11
Cambriah,0,10
Camori,0,17
Cariss,0,5
Caselyn,0,42
Caytlen,0,5
Cely,0,5
Charliegh,0,60
Chilyn,0,5
Chrishiya,0,5
Cianah,0,5
Cloi,0,5
Connolly,23,17
Couture,0,55
Crislynn,0,49
Dalai,0,5
Dalaila,0,31
Dalianna,0,5
Dalyah,0,63
Daneisy,0,10
Danera,0,5
Dangel,23,15
Danilah,0,41
Danyca,0,10
Darriyah,0,11
Davaeh,0,20
Davaney,0,5
Davani,0,12
Dayamir,0,5
Dayamit,0,5
Dayiana,0,5
Deariah,0,5
Delianna,0,5
Deliany,0,5
Demiracle,0,10
Deonnie,0,10
Desmariah,0,15
Deztyni,0,16
Dilany,0,16
Diny,0,5
Diyonna,0,5
Dreauna,0,5
Dziah,0,5
Ecrin,0,33
Edyta,0,10
Eeliyah,0,5
Elazia,0,5
Eleya,0,12
Eliannie,0,26
Eliara,0,10
Elieana,0,5
Elisya,0,5
Ellasandra,0,22
Ellivia,0,21
Elowen,0,482
Elowyn,0,527
Emalei,0,5
Emanuelly,0,50
Enslee,0,112
Envee,0,16
Eriny,0,11
Evalen,0,5
Evilin,0,5
Evoleth,0,155
Evonie,0,10
Eyva,0,67
Fenley,0,5
Feodora,0,10
Furaha,0,18
Gabrielah,0,5
Gamya,0,5
Genavecia,0,5
Geraldi,0,10
Giahnna,0,15
Gilliana,0,25
Greyce,0,5
Gurbani,0,69
Gwendelynn,0,5
Haileah,0,5
Hailen,0,26
Hamsika,0,33
Hasanah,0,5
Hasita,0,11
Hatziry,0,5
Hawaii,0,10
Heliana,0,53
Helly,0,5
Henleigh,0,232
Hildana,0,16
Hylee,0,32
Ianah,0,5
Imiyah,0,10
Inarah,0,20
Indee,0,44
Iralyn,0,11
Iryss,0,5
Isavela,0,11
Ishmeet,5,10
Ismah,0,5
Itzary,0,5
Itzely,0,10
Itzury,0,11
Ivye,0,5
Ixchell,0,12
Izabelah,0,13
Izavella,0,15
Izzibella,0,30
Jacianna,0,18
Jaciyah,0,16
Jadali,0,5
Jaeliah,0,5
Jaelina,0,10
Jahliah,0,5
Jahmyah,0,15
Jaidalynn,0,24
Jainiya,0,10
Jaleyiah,0,11
Jamarya,0,12
Jameerah,0,20
Janaeh,0,21
Janeida,0,5
Janeidy,0,5
Janeisa,0,5
Janieliz,0,12
Janivea,0,5
Janiyaa,0,5
Jarayah,0,10
Jareliz,0,10
Jarriah,0,5
Jasera,0,5
Jashyia,0,5
Jaslean,0,5
Jasselle,0,5
Jasslynn,0,5
Jasyra,0,10
Jaylicia,0,5
Jaymiya,0,5
Jayslin,0,10
Jazabell,0,10
Jazharia,0,5
Jazleene,0,15
Jazlena,0,5
Jazzanae,0,5
Jekeria,0,5
Jenci,0,5
Jenedy,0,5
Jerkiya,0,5
Jesleen,0,10
Jesslene,0,5
Jezeniah,0,5
Jezzelle,0,5
Jizell,0,19
Jniaya,0,5
Johntavia,0,5
Joliette,0,22
Joplyn,0,40
Joriah,6,5
Joriann,0,5
Josera,0,5
Jovial,0,18
Joviana,0,38
Jovianne,0,16
Juany,0,5
Juliahnna,0,5
Julibeth,0,5
Juwairiyah,0,23
Kabella,0,139
Kaeya,0,61
Kahmyra,0,5
Kaiyden,125,5
Kalaiyah,0,39
Kamiylah,0,29
